,y_predicted,y_actual,Relative Error
0,40.868048722940976,45.4,0.09982271535372296
1,17.538301727662123,19.4,0.09596382847102451
2,26.002460421486465,29.6,0.12153849927410597
3,23.47489494712582,22.6,0.038712165802027305
4,44.28720794170593,44.8,0.011446251301206864
5,20.141984837471362,19.8,0.017271961488452607
6,33.223426172207844,30.3,0.09648271195405424
7,42.7237465135271,42.8,0.0017816235157219753
8,32.778088332499884,36.2,0.09452794661602537
9,27.140701042753218,22.0,0.23366822921605535
10,23.80006422656171,24.4,0.024587531698290564
11,18.59413870525845,20.9,0.11032829161442809
12,35.66888909112918,35.4,0.007595737037547518
13,24.79001177439206,23.8,0.0415971333778176
14,23.602976575121765,20.1,0.17427744154834646
15,30.96861451437507,31.6,0.01998055334256114
16,32.24890755960336,36.4,0.11404100110979777
17,20.484289220310913,19.4,0.05589119692324302
18,18.058453286750332,17.1,0.05604989980996085
19,21.346641908881548,20.0,0.0673320954440774
20,37.87066774110336,44.0,0.13930300588401454
21,21.685255867545596,20.1,0.07886845112167136
22,30.49355049978992,26.6,0.14637407893947058
23,28.981350057659206,24.8,0.16860282490561312
24,27.281575089378478,26.2,0.04128149196101064
25,23.39587934643005,20.7,0.13023571721884303
26,16.092515408603685,18.9,0.14854415827493725
27,43.976119096019495,50.0,0.12047761807961009
28,43.800087148161346,48.3,0.09316589755359526
29,35.09948899208894,34.6,0.014436098037252659
30,33.09879027651334,28.2,0.17371596725224617
31,32.251819787118265,29.0,0.11213171679718155
32,22.785688210396426,20.6,0.10610136943671963
33,33.98207277086938,32.2,0.05534387487171977
34,24.343584962016294,21.4,0.13755069915964
35,23.28889238942836,23.2,0.0038315685098430736
36,30.953836880399653,31.5,0.017338511733344362
37,22.177740039212942,23.4,0.052233331657566516
38,20.91227856093567,22.6,0.07467793978160765
39,24.269175870228576,23.1,0.05061367403586903
40,15.9969848986544,17.4,0.08063305180147118
41,32.19143403190888,31.1,0.035094341862021705
42,25.064849787545565,24.8,0.010679426917159864
43,33.08074727136286,32.7,0.011643647442289205
44,18.437318072684945,16.0,0.1523323795428091
45,24.616826674279583,23.1,0.06566349239305547
46,20.547517418756932,18.9,0.08717023379666317
47,15.079411427656861,18.2,0.1714609105683043
48,21.459238266082632,22.6,0.05047618291669774
49,31.336616475546275,32.0,0.02073073513917889
50,26.879430995118614,25.2,0.06664408710788156
51,23.339296661166067,22.2,0.051319669421894934
52,18.61452722741525,23.1,0.19417631050150447
53,23.761384147092386,22.2,0.07033261923839579
54,27.209374628968337,25.0,0.08837498515873349
55,27.2365611030541,24.0,0.13485671262725418
56,35.31326731742525,33.3,0.060458478000758355
57,32.09389165912708,33.1,0.030396022382867684
58,31.125114247782598,34.7,0.10302264415612117
59,46.020929558040976,41.7,0.10361941386189383
60,24.016168299923496,24.3,0.011680316875576316
61,20.92026770284649,21.9,0.04473663457321952
62,38.71960936130607,33.4,0.1592697413564692
63,22.672588810436668,16.5,0.3740962915416163
64,32.475174364215526,28.5,0.13947980225317635
65,23.8103167447429,22.2,0.07253679030373421
66,23.372171294097736,23.2,0.007421176469730039
67,19.852003299559925,19.3,0.028601207231084166
68,18.164678905357317,22.5,0.19268093753967483
69,25.919290789941765,24.6,0.05362970690820179
70,23.744072035104,22.3,0.06475659350242152
71,32.59955510004977,28.7,0.13587300000173416
72,19.847500962413875,21.7,0.0853686192436002
73,29.46197134383502,29.1,0.012438877795017855
74,23.018122913599058,22.5,0.02302768504884701
75,23.480387572082343,22.2,0.05767511585956502
76,15.665732082241737,17.2,0.08920162312548036
77,28.65681605799345,29.1,0.015229688728747498
78,13.464958327147334,17.6,0.23494554959390151
79,25.881148276815267,22.0,0.17641583076433032
80,33.74105848238328,34.9,0.03320749334145324
81,25.004125402495454,22.5,0.11129446233313128
82,36.17819669083593,33.2,0.08970471960349184
83,18.84612753896789,19.3,0.023516707825497873
84,26.783249047824842,36.2,0.26013124177279445
85,28.016164088373433,29.6,0.05350796998738407
86,17.28730199477552,18.7,0.07554534787296671
87,26.133216680682864,23.7,0.10266737049294787
88,25.468387361470654,24.7,0.031108800059540684
89,23.289772470145426,21.6,0.07823020695117705
90,41.15744340267099,46.7,0.11868429544601734
91,22.192844356478897,21.2,0.04683228096598575
92,27.507838107442648,26.4,0.04196356467585794
93,17.976649431616323,20.6,0.12734711497008144
94,23.153247140414493,24.7,0.06262157326257112
95,23.247705482889426,23.4,0.006508312697033013
96,28.565510311307357,28.4,0.005827827862935139
97,21.255466735081754,19.7,0.07895770228841394
98,16.913577025396705,17.5,0.033509884263045416
99,32.32227016421597,32.9,0.017560177379453697
100,23.190080475780686,21.1,0.09905594671946372
101,25.307547546921,24.4,0.03719457159512303
102,30.322732496536727,37.0,0.18046668928279117
103,28.76231326860847,32.5,0.11500574558127787
104,23.134907275624748,22.9,0.010257959634268536
105,30.497758236637935,30.8,0.009813044265002128
106,21.073430282965646,18.7,0.1269214055061843
107,21.90760446075734,24.1,0.09097076926318093
108,49.96182983351403,50.0,0.000763403329719381
109,17.621598979794914,18.5,0.047481136227301934
110,41.2471859134689,43.8,0.058283426633130145
111,29.047997955615138,29.4,0.011972858652546287
112,20.632257989665874,21.0,0.01751152430162506
113,30.595681275261658,27.9,0.09661940054701289
114,28.88913630946604,31.2,0.07406614392737051
115,22.089499096150007,22.2,0.0049775181914410915
116,41.069384352737686,39.8,0.03189407921451479
117,36.14135298761415,31.5,0.14734453928933805
118,34.78419592256279,35.1,0.008997267163453388
119,29.995087611146747,33.0,0.0910579511773713
120,22.33085083857195,20.4,0.09464955091038985
121,34.4168087268545,37.2,0.07481696970821249
122,27.661717791904234,26.6,0.03991420270316664
123,42.44897772382354,50.0,0.15102044552352922
124,21.63724769965109,21.1,0.025461976286781502
125,44.471387201604934,48.5,0.08306418141020755
126,28.797008330715514,28.0,0.02846458323983977
127,28.155740240890875,29.8,0.055176501983527707
128,26.48872523990846,22.6,0.17206748849152478
129,27.077410281490444,23.7,0.14250676293208628
130,24.815493793208667,28.1,0.11688634187869518
131,19.512196627723107,22.9,0.14793901188982062
132,20.7153909902359,19.4,0.06780365929051037
133,18.572731653960865,22.0,0.15578492481996067
134,27.27769066615292,23.3,0.17071633760312963
135,24.349280994299626,24.7,0.014199150028355194
136,22.649845952754404,24.5,0.07551649172431003
137,29.93942310296232,22.0,0.36088286831646904
138,21.91565914609351,19.0,0.1534557445312374
139,27.11434630875846,24.8,0.09332041567574433
140,34.639706068188545,37.9,0.08602358659133123
141,27.779124932292742,30.5,0.08920901861335272
142,26.26380305090235,25.0,0.05055212203609401
143,19.521960991764498,20.9,0.06593488077681821
144,33.66991070989841,35.4,0.048872578816429056
145,34.811181257478665,34.9,0.002544949642445076
146,19.157111926545316,20.5,0.0655067352904724
147,26.694028131057372,23.9,0.11690494272206585
148,24.620459936523833,25.3,0.02685929104648884
149,33.871797059964116,31.6,0.07189231202418085
150,26.44625513389962,22.0,0.20210250608634633
151,23.859897932264992,24.0,0.005837586155625314
152,30.368159966531362,30.1,0.008908968987752841
153,21.44933888896034,24.3,0.11731115683290781
154,42.000068260441246,38.7,0.0852730816651484
155,22.00997391418396,23.3,0.05536592642987302
156,27.137893192298886,30.1,0.09840886404322642
157,35.594702350942924,37.3,0.04571843563155691
158,19.723691088924852,19.6,0.006310769843104622
159,25.75097856077671,23.5,0.09578632173517909
160,22.47200739128235,15.0,0.49813382608549
161,25.890303262616637,23.9,0.0832762871387715
162,30.994640206459092,34.9,0.11190142674902312
163,22.94312524756212,25.0,0.08227499009751525
164,27.77386735936267,24.4,0.13827325243289632
165,27.83310744620764,26.6,0.046357422789760905
166,24.31894385577207,24.1,0.009084807293446795
167,20.10641582443095,21.7,0.07343705878198382
168,20.15473773586896,27.1,0.2562827403738392
169,30.282419595660226,29.9,0.01278995303211463
170,20.213610762858803,19.5,0.036595423736348866
171,37.53318631405935,36.1,0.03970045191300134
172,14.57928260249173,18.5,0.21193067013558214
173,28.04110920044603,24.5,0.14453506940596042
174,30.473883699141513,32.0,0.047691134401827706
175,20.141289254372477,26.4,0.23707237672831522
176,24.179959067135087,24.2,0.0008281377216905895
177,39.11334909365552,42.3,0.0753345367930136
178,25.995578599777566,23.9,0.08768111296140452
