,Data_Source,Diluant Type,Diluant(%),Equv(phi),Fuel,Fuel(%),Measured_wavelength(nm),Mode_of_measurement,Oxidizer(%),P(atm),P_Error(%),Research_group,Shocktube_dia(cm),Species_measurement_Error,Species_name,T(K),T_Error(%),Time(μs)
67,aerosol_shock_tube / aerosol_shock_tube_low pressure / Second_generation_confo / Second_Generation_shock_tube ,Ar,78.484,0.45,CCCCCCCCCCCC,0.516,430.0,Speceis,21.0,6.4,±9.3,Stanford,15.3,,CH,1068,±1,2126
68,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,Ar,95.714,1.0,CCCCCCCCC,0.286,306.0,Species,4.0,3.58,±1,Stanford,14.13,±3,OH,1372,±0.7,318
69,Horning_2001_thesis / Autoignition_ n_Alkane,Ar,85.6,1.0,CCCCCCC,1.2,431.0,Species,13.2,1.19,,Stanford,15.3,±5,CH,1421,±1,163
70,n_Dodecane / Vasu_2010_thesis,N2,78.107,1.0,CCCCCCCCCCCC,1.123,306.0,Species,20.77,33.7,,Stanford,5.0,±5,OH,1118,±1,183
71,aerosol_shock_tube / aerosol_shock_tube_low pressure / Second_generation_confo / Second_Generation_shock_tube ,Ar,78.7936,0.18,CCCCCCCCCCCC,0.2064,430.0,Speceis,21.0,4.51,±9.3,Stanford,15.3,,CH,1351,±1,233
72,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,Ar,95.5,1.0,CCCCC,0.5,306.0,Species,4.0,1.74,±1,Stanford,14.13,±3,OH,1489,±0.7,145
73,n_Dodecane_Nano,N2,78.43,0.5,CCCCCCCCCCCC,0.57,430.0,Speceis,21.0,6.7,,Stanford,15.3,,CH,1187,,395
74,n_Dodecane / Vasu_2010_thesis,N2,96.175,0.5,CCCCCCCCCCCC,0.1,306.0,Species,3.725,15.93,,Stanford,5.0,±5,OH,1179,±1,847
75,Horning_2001_thesis / Autoignition_ n_Alkane,Ar,95.2,1.0,CCCCCCC,0.4,431.0,Species,4.4,4.07,,Stanford,15.3,±5,CH,1420,±1,163
76,Horning_2001_thesis / Autoignition_ n_Alkane,Ar,90.8,0.5,CCCCCCC,0.4,431.0,Species,8.8,1.34,,Stanford,15.3,±5,CH,1345,±1,305
77,aerosol_shock_tube / aerosol_shock_tube_low pressure / Second_generation_confo / Second_Generation_shock_tube ,Ar,78.3028,0.61,CCCCCCCCCCCC,0.6972,430.0,Speceis,21.0,8.24,±9.3,Stanford,15.3,,CH,1124,±1,702
78,aerosol_shock_tube / aerosol_shock_tube_low pressure / Second_generation_confo / Second_Generation_shock_tube ,Ar,78.3703,0.55,CCCCCCCCCCCC,0.6297,430.0,Speceis,21.0,5.92,±9.3,Stanford,15.3,,CH,1345,±1,123
79,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,Ar,95.714,1.0,CCCCCCCCC,0.286,306.0,Species,4.0,1.8,±1,Stanford,14.13,±3,OH,1384,±0.7,382
80,Horning_2001_thesis / Autoignition_ n_Alkane,Ar,96.7,1.0,CCCCCCCCCC,0.2,431.0,Species,3.1,1.24,,Stanford,15.3,±5,CH,1456, ±1.5,235
81,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,Ar,95.75,0.5,CCCCC,0.25,306.0,Species,4.0,1.73,±1,Stanford,14.13,±3,OH,1263,±0.7,1391
82,Horning_2001_thesis / Autoignition_ n_Alkane,Ar,90.0,1.5,CCCCCCC,1.2,431.0,Species,8.8,1.23,,Stanford,15.3,±5,CH,1461,±1,189
83,Autoignition_ n_Alkane / Horning_2001_thesis,Ar,96.25,1.0,CCCC,0.5,431.0,Speceis,3.25,1.33,±1,Stanford,15.3,±5,CH,1532,±1,156
84,n_Dodecane_Nano,N2,99.2015,1.0,CCCCCCCCCCCC,0.0485,430.0,Speceis,0.75,2.32,,Stanford,15.3,,CH,1381,,1020
85,Autoignition_ n_Alkane / Horning_2001_thesis,Ar,96.25,1.0,CCCC,0.5,431.0,Speceis,3.25,1.17,±1,Stanford,15.3,±5,CH,1561,±1,131
86,Horning_2001_thesis / Autoignition_ n_Alkane,Ar,97.4,2.0,CCCCCCC,0.4,431.0,Species,2.2,1.22,,Stanford,15.3,±5,CH,1676,±1,147
87,aerosol_shock_tube / aerosol_shock_tube_low pressure / Second_generation_confo / Second_Generation_shock_tube ,Ar,78.424,0.51,CCCCCCCCCCCC,0.576,430.0,Speceis,21.0,6.07,±9.3,Stanford,15.3,,CH,1140,±1,820
88,Autoignition_ n_Alkane / Horning_2001_thesis,Ar,85.0,1.0,CCCC,2.0,431.0,Speceis,13.0,1.17,±1,Stanford,15.3,±5,CH,1432,±1,179
89,C1_C4_Alkanes,Ar,92.86,1.0,CCCC,0.95,430.0,Speceis,6.19,5.3,,Xi’an_Jiaotong,11.5,±2.36,CH,1400,±3,199
90,n_Dodecane_Nano,N2,78.43,0.5,CCCCCCCCCCCC,0.57,430.0,Speceis,21.0,6.7,,Stanford,15.3,,CH,1224,,253
91,iso_octane_heptane,Ar,99.4,1.0,CCCCCCC,0.05,216.0,Species,0.55,1.72,,Stanford,15.3,,CH3,1395,±1,878
92,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,Ar,95.714,1.0,CCCCCCCCC,0.286,306.0,Species,4.0,1.91,±1,Stanford,14.13,±3,OH,1330,±0.7,780
93,n_Dodecane / Vasu_2010_thesis,N2,78.107,1.0,CCCCCCCCCCCC,1.123,306.0,Species,20.77,22.3,,Stanford,5.0,±5,OH,1015,±1,508
94,n_Dodecane / Vasu_2010_thesis,N2,78.545,0.5,CCCCCCCCCCCC,0.565,306.0,Species,20.89,21.2,,Stanford,5.0,±5,OH,1163,±1,213
95,Autoignition_ n_Alkane / Horning_2001_thesis,Ar,92.5,1.0,CCCC,1.0,431.0,Speceis,6.5,3.75,±1,Stanford,15.3,±5,CH,1433,±1,151
96,aerosol_shock_tube / aerosol_shock_tube_low pressure / Second_generation_confo / Second_Generation_shock_tube ,Ar,78.4537,0.48,CCCCCCCCCCCC,0.5463,430.0,Speceis,21.0,5.69,±9.3,Stanford,15.3,,CH,1037,±1,2607
97,Horning_2001_thesis / Autoignition_ n_Alkane,Ar,94.8,0.9,CCCCCCC,0.4,431.0,Species,4.8,1.18,,Stanford,15.3,±5,CH,1381,±1,488
98,aerosol_shock_tube / aerosol_shock_tube_low pressure / Second_generation_confo / Second_Generation_shock_tube ,Ar,78.4664,0.47,CCCCCCCCCCCC,0.5336,430.0,Speceis,21.0,6.19,±9.3,Stanford,15.3,,CH,1172,±1,524
99,blend_surrogate_fuels,N2,77.526,1.0,CCCCCCC,1.874,306.7,Species,20.6,10.27,,Stanford,5.0,,OH,1344,±1.8,85
100,Horning_2001_thesis / Autoignition_ n_Alkane,Ar,95.2,1.0,CCCCCCC,0.4,431.0,Species,4.4,2.14,,Stanford,15.3,±5,CH,1412,±1,265
101,aerosol_shock_tube / aerosol_shock_tube_low pressure / Second_generation_confo / Second_Generation_shock_tube ,Ar,77.711,1.14,CCCCCCCCCCCC,1.289,430.0,Speceis,21.0,5.82,±9.3,Stanford,15.3,,CH,964,±1,1175
102,Horning_2001_thesis / Autoignition_ n_Alkane,Ar,90.8,0.5,CCCCCCC,0.4,431.0,Species,8.8,1.22,,Stanford,15.3,±5,CH,1347,±1,323
103,aerosol_shock_tube / aerosol_shock_tube_low pressure / Second_generation_confo / Second_Generation_shock_tube ,Ar,78.6563,0.3,CCCCCCCCCCCC,0.3437,430.0,Speceis,21.0,5.06,±9.3,Stanford,15.3,,CH,1192,±1,1110
104,Horning_2001_thesis / Autoignition_ n_Alkane,Ar,78.55,1.0,CCCCCCC,1.75,431.0,Species,19.7,1.19,,Stanford,15.3,±5,CH,1329,±1,382
105,n_Dodecane / Vasu_2010_thesis,N2,78.545,0.5,CCCCCCCCCCCC,0.565,306.0,Species,20.89,21.0,,Stanford,5.0,±5,OH,1039,±1,826
106,n_Dodecane_Nano,N2,78.43,0.5,CCCCCCCCCCCC,0.57,430.0,Speceis,21.0,6.7,,Stanford,15.3,,CH,1108,,1339
107,aerosol_shock_tube / aerosol_shock_tube_low pressure / Second_generation_confo / Second_Generation_shock_tube ,Ar,78.4344,0.5,CCCCCCCCCCCC,0.5656,430.0,Speceis,21.0,4.01,±9.3,Stanford,15.3,,CH,1146,±1,1027
108,n_heptane_oxidation,Ar,99.64,1.0,CCCCCCC,0.03,306.7,Species,0.33,2.282,±1,Stanford,15.3,,OH,1375,±1,1661
109,n_Dodecane_Nano,N2,78.43,0.5,CCCCCCCCCCCC,0.57,430.0,Speceis,21.0,6.7,,Stanford,15.3,,CH,1173,,475
110,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,Ar,95.714,1.0,CCCCCCCCC,0.286,306.0,Species,4.0,1.86,±1,Stanford,14.13,±3,OH,1367,±0.7,499
111,Horning_2001_thesis / Autoignition_ n_Alkane,Ar,95.2,1.0,CCCCCCC,0.4,431.0,Species,4.4,4.03,,Stanford,15.3,±5,CH,1476,±1,90
112,n_Dodecane / Vasu_2010_thesis,N2,78.107,1.0,CCCCCCCCCCCC,1.123,306.0,Species,20.77,23.0,,Stanford,5.0,±5,OH,1109,±1,278
113,n_Dodecane_Nano,N2,99.2055,1.0,CCCCCCCCCCCC,0.0445,430.0,Speceis,0.75,2.25,,Stanford,15.3,,CH,1330,,1592
114,n_Dodecane / Vasu_2010_thesis,N2,78.107,1.0,CCCCCCCCCCCC,1.123,306.0,Species,20.77,18.7,,Stanford,5.0,±5,OH,1125,±1,188
115,n_Dodecane_Nano,N2,78.43,0.5,CCCCCCCCCCCC,0.57,430.0,Speceis,21.0,6.7,,Stanford,15.3,,CH,1141,,680
116,n_Dodecane / Vasu_2010_thesis,N2,96.304,0.5,CCCCCCCCCCCC,0.1,306.0,Species,3.596,15.77,,Stanford,5.0,±5,OH,1196,±1,701
117,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,Ar,95.5,1.0,CCCCC,0.5,306.0,Species,4.0,3.47,±1,Stanford,14.13,±3,OH,1395,±0.7,316
118,Horning_2001_thesis / Autoignition_ n_Alkane,Ar,95.2,1.0,CCCCCCC,0.4,431.0,Species,4.4,5.63,,Stanford,15.3,±5,CH,1400,±1,190
119,Horning_2001_thesis / Autoignition_ n_Alkane,Ar,97.6,1.0,CCCCCCC,0.2,431.0,Species,2.2,2.08,,Stanford,15.3,±5,CH,1501,±1,150
120,Horning_2001_thesis / Autoignition_ n_Alkane,Ar,78.55,1.0,CCCCCCC,1.75,431.0,Species,19.7,1.24,,Stanford,15.3,±5,CH,1386,±1,177
121,aerosol_shock_tube / aerosol_shock_tube_low pressure / Second_generation_confo / Second_Generation_shock_tube ,Ar,78.4345,0.5,CCCCCCCCCCCC,0.5655,430.0,Speceis,21.0,6.32,±9.3,Stanford,15.3,,CH,1086,±1,1422
122,n_Dodecane / Vasu_2010_thesis,N2,78.545,0.5,CCCCCCCCCCCC,0.565,306.0,Species,20.89,18.4,,Stanford,5.0,±5,OH,1082,±1,566
123,blend_surrogate_fuels,N2,77.526,1.0,CCCCCCC,1.874,306.7,Species,20.6,53.1,,Stanford,5.0,,OH,1063,±1.8,179
124,Horning_2001_thesis / Autoignition_ n_Alkane,Ar,85.6,1.0,CCCCCCC,1.2,431.0,Species,13.2,1.27,,Stanford,15.3,±5,CH,1409,±1,179
125,aerosol_shock_tube / aerosol_shock_tube_low pressure / Second_generation_confo / Second_Generation_shock_tube ,Ar,78.5944,0.36,CCCCCCCCCCCC,0.4056,430.0,Speceis,21.0,4.87,±9.3,Stanford,15.3,,CH,976,±1,6220
126,aerosol_shock_tube / aerosol_shock_tube_low pressure / Second_generation_confo / Second_Generation_shock_tube ,Ar,78.4977,0.44,CCCCCCCCCCCC,0.5023,430.0,Speceis,21.0,6.32,±9.3,Stanford,15.3,,CH,1078,±1,1624
127,C1_C4_Alkanes,Ar,92.86,1.0,CCCC,0.95,430.0,Speceis,6.19,1.23,,Xi’an_Jiaotong,11.5,±2.36,CH,1276,±3,1432
128,Horning_2001_thesis / Autoignition_ n_Alkane,Ar,95.2,1.0,CCCCCCC,0.4,431.0,Species,4.4,5.68,,Stanford,15.3,±5,CH,1375,±1,271
129,Autoignition_ n_Alkane / Horning_2001_thesis,Ar,85.0,1.0,CCCC,2.0,431.0,Speceis,13.0,1.15,±1,Stanford,15.3,±5,CH,1455,±1,149
130,Horning_2001_thesis / Autoignition_ n_Alkane,Ar,90.0,1.5,CCCCCCC,1.2,431.0,Species,8.8,1.14,,Stanford,15.3,±5,CH,1465,±1,189
131,aerosol_shock_tube / aerosol_shock_tube_low pressure / Second_generation_confo / Second_Generation_shock_tube ,Ar,77.821,1.04,CCCCCCCCCCCC,1.179,430.0,Speceis,21.0,6.57,±9.3,Stanford,15.3,,CH,1011,±1,1100
132,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,Ar,95.58,1.0,CCCCCC,0.42,306.0,Species,4.0,1.9,±1,Stanford,14.13,±3,OH,1353,±0.7,623
133,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,Ar,95.68,1.0,CCCCCCCC,0.32,306.0,Species,4.0,1.96,±1,Stanford,14.13,±3,OH,1385,±0.7,390
134,n_Alkane_Oxidation,Ar,99.1512,0.68,CCCCCCCCCC,0.0358,431.0,Species,0.813,1.68,,Stanford,8.9,±5,CH,1382, ±1.5,621
135,Horning_2001_thesis / Autoignition_ n_Alkane,Ar,95.2,1.0,CCCCCCC,0.4,431.0,Species,4.4,2.13,,Stanford,15.3,±5,CH,1455,±1,165
136,aerosol_shock_tube / aerosol_shock_tube_low pressure / Second_generation_confo / Second_Generation_shock_tube ,N2,78.3115,0.61,CCCCCCCCCCCC,0.6885,430.0,Speceis,21.0,8.5,±9.3,Stanford,15.3,,CH,1114,±1,640
137,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,Ar,95.58,1.0,CCCCCC,0.42,306.0,Species,4.0,1.76,±1,Stanford,14.13,±3,OH,1358,±0.7,688
138,aerosol_shock_tube / aerosol_shock_tube_low pressure / Second_generation_confo / Second_Generation_shock_tube ,N2,78.2129,0.69,CCCCCCCCCCCC,0.7871,430.0,Speceis,21.0,8.02,±9.3,Stanford,15.3,,CH,1084,±1,738
139,blend_surrogate_fuels,N2,77.526,1.0,CCCCCCC,1.874,306.7,Species,20.6,59.1,,Stanford,5.0,,OH,1027,±1.8,237
140,Autoignition_ n_Alkane / Horning_2001_thesis,Ar,92.5,1.0,CCCC,1.0,431.0,Speceis,6.5,1.14,±1,Stanford,15.3,±5,CH,1447,±1,244
141,Horning_2001_thesis / Autoignition_ n_Alkane,Ar,95.2,1.0,CCCCCCC,0.4,431.0,Species,4.4,2.08,,Stanford,15.3,±5,CH,1478,±1,131
142,Horning_2001_thesis / Autoignition_ n_Alkane,Ar,90.0,1.5,CCCCCCC,1.2,431.0,Species,8.8,1.29,,Stanford,15.3,±5,CH,1411,±1,311
143,n_Dodecane_Nano,N2,99.203,1.0,CCCCCCCCCCCC,0.047,430.0,Speceis,0.75,2.35,,Stanford,15.3,,CH,1418,,614
144,aerosol_shock_tube / aerosol_shock_tube_low pressure / Second_generation_confo / Second_Generation_shock_tube ,Ar,78.4351,0.5,CCCCCCCCCCCC,0.5649,430.0,Speceis,21.0,6.56,±9.3,Stanford,15.3,,CH,1053,±1,2105
