,y_predicted,y_actual,Relative Error
0,5.973765254543437,6.028278520230698,0.009042924195409353
1,5.978626164920886,6.040254711277414,0.01020297144778757
2,5.9423661949143645,5.966146739123692,0.003985913395891537
3,5.577637271526969,5.497168225293202,0.014638272458812185
4,5.252804023353309,5.14166355650266,0.021615663029933042
5,5.151433105946752,5.081404364984463,0.013781375370330862
6,5.656978991281854,5.6937321388027,0.0064550187161726835
7,5.7179096000910565,5.814130531825066,0.01654949630169479
8,5.267602992519964,5.225746673713202,0.008009634109764654
9,5.186070210494943,5.135798437050262,0.009788502033493874
10,5.202515677806024,5.241747015059643,0.007484401124454579
11,5.365655833028654,5.493061443340548,0.023193916839643707
12,5.02930436542777,5.017279836814924,0.0023966230714527444
13,5.061158179121785,5.0106352940962555,0.010083129595374359
14,5.089255309563692,5.017279836814924,0.014345516911502175
15,5.045270453011625,4.941642422609304,0.020970361984953802
16,4.980417695764432,4.875197323201151,0.021582792569756128
17,5.389539725226853,5.225746673713202,0.03134347333321203
18,5.698704688321253,5.616771097666572,0.01458731168316961
19,5.15362436332318,5.049856007249537,0.020548775237288746
20,5.016139459384622,4.912654885736052,0.02106489791274328
21,5.264245187862638,5.187385805840755,0.014816592576427064
22,5.254335685509568,5.19295685089021,0.01181963116231864
23,5.049298049670189,5.003946305945459,0.009063195516475683
24,5.527888980689204,5.726847747587197,0.03474141022551483
25,4.824418976352331,5.176149732573829,0.06795219891110074
26,4.317589596793364,4.653960350157523,0.07227623960156299
27,6.708278229105435,6.680854678790215,0.004104796711456944
28,6.072389464473103,6.184148890937483,0.01807191716036421
29,5.529436288098263,5.58724865840025,0.010347198386287598
30,4.966916616540828,5.043425116919247,0.015169948716350534
31,7.4499305642081834,7.266827347520591,0.025197133209730972
32,5.194485351080331,5.293304824724492,0.018668766851020032
33,4.433723153885852,4.532599493153256,0.02181448844460278
34,3.833034439216036,3.828641396489095,0.0011474155639045831
35,5.742103155970267,5.8664680569332965,0.02119928034314421
36,5.100990093914611,5.393627546352362,0.05425614763400897
37,5.794352181761325,6.089044875446846,0.04839719524384272
38,5.133801777620377,5.384495062789089,0.046558364757577915
39,5.461142534050026,5.717027701406222,0.04475842705699247
40,7.73369709491382,7.490529402060711,0.032463352027723325
41,7.777343682776958,7.5485559791698735,0.03030880399356121
42,6.529103090009814,6.70196036600254,0.02579204688669753
43,5.65639877112408,5.7745515455444085,0.0204609437613374
44,7.190606928039568,7.284134806195205,0.012839943334943628
45,4.700717456869465,4.605170185988092,0.020747826252347806
46,4.472082292345118,4.418840607796598,0.012048790457519646
47,5.136710206260979,5.318119993844216,0.03411163866050806
48,4.817298480879857,4.875197323201151,0.01187620489651827
49,5.184234188603651,5.327876168789581,0.026960457719978084
50,4.588081353452557,4.465908118654584,0.027356862602623253
51,4.5170078361895305,4.564348191467836,0.010371766853107135
52,5.83364696664581,4.969813299576001,0.1738161204453108
53,4.33279788793413,4.248495242049359,0.01984294228469121
54,4.902975641117203,5.003946305945459,0.02017820708992962
55,5.199134925310169,4.976733742420574,0.044688181928218565
56,6.455260374692043,6.401917196727186,0.00833237549403596
57,5.732025929591426,5.755742213586912,0.004120456253148692
58,5.192776455696484,5.087596335232384,0.02067383367971085
59,7.080322008312033,7.237778191923443,0.02175476775277722
60,5.780159277794588,5.638354669333745,0.025149997965204004
61,7.092594589395476,7.112327444710911,0.0027744582162214744
62,7.538483112611838,7.520234556474628,0.002426594011153479
